,string,valid
13849,BPTTTTVPXTTTTVPXTTVPSE,1
13850,BPVPXTVPXVPSE,1
13851,BTSSXXTTTTTTTTTTVPXTTVVE,1
13852,BTSSXPTVXPTVXPVSE,0
13853,BTSSXXTTTTTVPXVPXVPSE,1
13854,BTSXPVXPTVXPTVXVE,0
13855,BMQUAFUCAFUADE,0
13856,BMQUCCAFUCAFUCAFUCADE,0
13857,BPVPXTTTTTTVPXTTTTTTTTTTVPXTTTTTVVE,1
13858,BTXXTTTTTTTTVPXTTTTTVVE,1
13859,BQMMMNUCCAFUCAFRE,0
13860,BTXXXXXXXXSXTPXVTPSE,0
13861,BPTPXTPXVVTPSE,0
13862,BMOOOOQUCCCCCCCCCADE,0
13863,BTSSSSSSSSSSSXXTTTTTTTTVPSE,1
13864,BQMMMMNUAFUCCCAFUAFUCAFUAFRE,0
13865,BQNUAFUCCCCCCCCAFUCCCCCCCCCADE,0
13866,BPVVTPXVVTPXVVVVVTPSE,0
13867,BQMMMMMMNUAFUAFUCCAFRE,0
13868,BQMMMMMMNUAFUCAFUADE,0
13869,BPTVPXTTTTTTTTTTTVPSE,1
13870,BNWWVZUWWVZUVYE,0
13871,BTXXTTVPXTTTVPXTVPXTVVE,1
13872,BTSSSSSSSSSSSSSSXXVPSE,1
13873,BNAFUCAFUCCCCAFUCCAFRE,0
13874,BPTVXPTVXPTTVXVE,0
13875,BTTVPXVPXTVPXVPXVVE,0
13876,BPTTTTVPXVPXVPXTTTVVE,1
13877,BTSSXXVPXTTTTVPXTVPXTVPSE,1
13878,BTSSSSSXXVPXTTTTVPXTTTTVPXTVVE,1
13879,BAFHJILHJJJIKE,0
13880,BPXPXSSXPXXPXXPXXPSE,0
13881,BTXXTVPXTTVPXVPXTTTTTVPSE,1
13882,BPTVPXTTVPXTTTTVPXTTTVPSE,1
13883,BPVXPTTVXPTTTTTTTTVSE,0
13884,BTXPVXPTTTTTVXPVSE,0
13885,BPTTVPXVPXTTTTTTTVPXTTTVVE,1
13886,BPTTTTTTVPXVPXTTVPXTTVPXVPXTVPSE,1
13887,BTVXSSSSSSSXPXXVE,0
13888,BPTVPXVPXVPXTTTTTVVE,1
13889,BPVPXTTTVPXTTTTTVPXTVVE,1
13890,BTSSXXTTTTTVPXTTTTVPXVPXVPXTTTTVVE,1
13891,BTSSSSXXVPXVPXTTVPXVPXVVE,1
13892,BTSSSSSSXPTTTTVXPTVXPTTTVXVE,0
13893,BPXXTTVPXTVPXTTTTVPSE,0
13894,BPSXPXXPXXPXSSSXPXXVE,0
13895,BTTTTTTTTTVXSSXPXXVE,0
13896,BMOQUWVZUWWVZUWWWWVZRE,0
13897,BPVPXTVPXTTTTTVPXTTVPSE,1
13898,BTSSSSXXTTTVPXTTVPXVVE,1
13899,BTXXTVPXTVPXTVPXTTVPXTTVPSE,1
13900,BMOQUAFUCCCAFUAFRE,0
13901,BPTVPXTTTTTTVPXTTTVPXVVE,1
13902,BMQUVZUVZUWVZUVZRE,0
13903,BOCCCCCCCCCCCADE,0
13904,BPTTTVXPTTTTTVXPVXVE,0
13905,BADDDDDDDDDDDFHILHJJILGE,0
13906,BTTVXSXPXXPXSSXPXSXVE,0
13907,BTSSXXVPXTVPXTTTVPSE,1
13908,BOCAFUCAFUADE,0
13909,BMOOQUWWWWWWVYE,0
13910,BPTTVPXTVPXVPXTVPXTTTTTVVE,1
13911,BQNUAFUAFUCCCCAFRE,0
13912,BOCAFUCAFUCAFUAFRE,0
13913,BTSSXXTTTTTVPXTTVPXTTVPXVVE,1
13914,BPXXTVPXTVPXVVE,0
13915,BTSSSXXTVPXTTVVE,1
13916,BPSSSXXTTVPXVVE,0
13917,BQMMNUCAFUCCCAFUCCAFUCADE,0
13918,BMQUWWVZUWWWVYE,0
13919,BTXXTTTTVPXTVPXTTVPXTVPXVVE,1
13920,BTXXTTTTTTVPXTTTTTTTVPXTVPSE,1
13921,BPVPXTVPXVPXTTTTTVPXVPSE,1
13922,BTXXTVPXTTTTTTTTTTTTTVVE,1
13923,BTVPXTVPXTVPXTTVPSE,0
13924,BPTTVPXTTVPXVPXTTVPXVVE,1
13925,BTSSXXTTVPXTTTTVPXVPXTTTTTTTTTTTTVPSE,1
13926,BADDDDDDDFHJJJILHIKE,0
13927,BMOOQUWVZUWWWWWWWVYE,0
13928,BTXXVPXTVPXTTTTVPXVPXVPXTTTVPSE,1
13929,BQMMMNUCCCCAFUADE,0
13930,BTSSXXTVPXTVPXTTVPXTVPXTVPSE,1
13931,BMOOOOQUVZUVZUVZRE,0
13932,BADDDDFHJJJJJILGE,0
13933,BPTTTTVPXTVPXTVPXVVE,1
13934,BTSSSSXXTTVPXVPXVPXTTVVE,1
13935,BPVPXTTTVPXVPXTTTTVPXVPSE,1
13936,BPTTVPXTTTVPXTTTTTTTVPXVPSE,1
13937,BPTVPXVPXTTTTTTTVPSE,1
13938,BADFHJILHJILHJILHILHIKE,0
13939,BTSXXTTTTTTTTTTVPXTVPSE,1
13940,BNCCAFUAFUCAFUADE,0
13941,BPVPXTTTVPXVPXTVPXTTTTTVVE,1
13942,BTXXTVPXTTTVPXTTTVPSE,1
13943,BQMMMMNUCCCCCCADE,0
13944,BTTTTTTTVPXTTTTVPSE,0
13945,BTSXXTVPXTTTVPXTTTTTTVPXTVPSE,1
13946,BTSSXXVPXTVPXVPXTVVE,1
13947,BCILHJILHJJILHJILHIKE,0
13948,BPTTTTVPXVPXVPXTVPSE,1
13949,BOCCCCAFUCCCCAFUCCCAFRE,0
13950,BADFHILHJJILHJJIKE,0
13951,BPSSSSSXXVPXTTTVPSE,0
13952,BTSSXXTVPXTTVPXVPXVPXTVVE,1
13953,BPSXXVPXTTTTTVPXVVE,0
13954,BPSXXTTVPXTVPXVVE,0
13955,BTXXXXXXSXVTPXVVTVE,0
13956,BTSSSSXXVPXVPXTTTTTTVPSE,1
13957,BNCAFUCCCCADE,0
13958,BPVPXTVPXVPXVPXVPXTVVE,1
13959,BPTTTVPXVPXVPXTTTTVVE,1
13960,BMQUCCCCAFUCADE,0
13961,BTXPTVXPVXVE,0
13962,BPTVPXTVPXVPXTTTTVVE,1
13963,BTSXXTVPXTTVPXTTVPSE,1
13964,BTXXVPXTVPXTTTVPXTVVE,1
13965,BTXXTTTVPXTTTTTVPXTVVE,1
13966,BTVXXPXSXPXSXPXSSXPSE,0
13967,BTSSXXTTTTTTTTVPXTTVVE,1
13968,BADFHILHJILHJJIKE,0
13969,BAFHJILHJJILHJJILGE,0
13970,BTXXVPXVPXTTVPXTTVPXVPXTTTVVE,1
13971,BCJJJJJJJILHJJJIKE,0
13972,BADDDFHJJILHJJIKE,0
13973,BNCCCCCCCAFUCAFRE,0
13974,BPTVPXTVPXTTVPXTVPXVPSE,1
13975,BPSXXTTTVPXTVPXVVE,0
13976,BTSXXTTVPXVPXVPXVPXVVE,1
13977,BPVPXTTTTTTVPSE,1
13978,BTXXVPXVPXTVPXTTVPXTVPXVPXVVE,1
13979,BTSXXVPXVPXTTVPXTTVPXVVE,1
13980,BNVZUWWVZUWWWWWVZRE,0
13981,BMOOOOOOQUCCCCADE,0
13982,BTSSSXPTTTTTTVXPTVSE,0
13983,BPTVPXTVPXTTVPXTTVPSE,1
13984,BCILHJILHJJILHILHJJIKE,0
13985,BTSXXTTTTVPXTTVPXTVPXVPSE,1
13986,BTVPXTTVPXTTVPXTTTVVE,0
13987,BPSXPXSSSXVE,0
13988,BPTTTTTVPXVPXTTVPXVPSE,1
13989,BPSSSSSXXTVPXVPXVVE,0
13990,BTXXSXVVVVTPSE,0
13991,BTXXTTVPXTVPXTTTTVPSE,1
13992,BMQUCCAFUCCAFUAFUCCCAFUADE,0
13993,BTVXSXPXSXPSE,0
13994,BTSSSXXTVPXVPXVPXTTTVPSE,1
13995,BPTTTVPXTVPXTTTTVPSE,1
13996,BPXXTVPXTVPXTTVVE,0
13997,BMOQUWWWWWVZUVZUVZUWWWVZRE,0
13998,BTSSSSSSSXXTTTVPXVVE,1
13999,BPTTTTVPXTTTTTVPXTVPSE,1
14000,BPXPXSSSSXPXXPXSSXPSE,0
14001,BTSSSXXVPXVPXTTTTVPXVPSE,1
14002,BTTVXSSXPXXPXXPSE,0
14003,BPTTVPXVPXTTVPXTTTTTTVVE,1
14004,BPSSXXTVPXTTVVE,0
14005,BMOQUWVZUWWVZUWVYE,0
14006,BPTVPXVPXTTTVPXVPXTVPXVPSE,1
14007,BMQUVZUWWVZUVZRE,0
14008,BMQUCAFUAFUCCAFUAFRE,0
14009,BMOOOOOQUWVZUWVZUWVYE,0
14010,BNCCCAFUCCAFUCAFUCCADE,0
14011,BPVPXVPXVPXTTVPXTTTTVVE,1
14012,BPTVPXTTVPXTTTVPXVPXTVVE,1
14013,BPTTVPXTVPXVPXTTTVVE,1
14014,BMOOOOQUCCCCCCCAFRE,0
14015,BPVXPTVXPVXPVXPVXPTVXVE,0
14016,BTSSSSXPTTVXPTTVXVE,0
14017,BMOQUVZUWWVZUWVYE,0
14018,BAFHILHILHJILHJJJJJJILHJJIKE,0
14019,BPSSXXTVPXVVE,0
14020,BTSSSSSXXTTTVPXVPXTVPXVPXVVE,1
14021,BOAFUCAFUCCCAFUAFUCAFUCADE,0
14022,BPTTVPXTVPXVPXTTVPXTVPSE,1
14023,BTSXXVPXTTVPXTTTVPXTVPSE,1
14024,BTXXTTTTVPXTTTTVPXVPXVPSE,1
14025,BPTVPXTTTTTTVPXTTVPXTTVVE,1
14026,BADFHILHJJJJJJILGE,0
14027,BPVVTPXVVVTPXTVE,0
14028,BTXXTTTTTTVPXTVPXTTVPXTVVE,1
14029,BNAFUCCCCCADE,0
14030,BNVZUVZUWWVZUWWWWWWVYE,0
14031,BTXXVPXVPXTTVPXVPXTVPXTTTVPXTTTVPSE,1
14032,BPSXPXSSSSXPXSSXVE,0
14033,BTSSXXVPXVPXTTVPXTTVVE,1
14034,BTSSXXTTTTVPXVPXTTTTTTVPXVPXVVE,1
14035,BNCCCCAFUAFUCCAFUCADE,0
14036,BPVPXTTVPXVPXVPXVVE,1
14037,BMQUVZUWWWWWWWVYE,0
14038,BPTTTTTTTVPXVPXTVPXVVE,1
14039,BTXXTTVPXTTTVPXTTTTTVVE,1
14040,BTXXTVPXTTTTTVPXTTTTTTVVE,1
14041,BADDDDDDFHJILHILGE,0
14042,BPVPXVPXTTTTTTTTTTVPXVVE,1
14043,BPVPXVPXTVPXTVPXVPSE,1
14044,BNCCCCCCCCAFUCAFUADE,0
14045,BTSXXTVPXVPXTTTTTTTTTTVVE,1
14046,BTSXXTTTTTVPXTTVPXTTTVVE,1
14047,BTSXXTTTVPXTTTTTVPXVPXTTVVE,1
14048,BTSSSSXXTTTVPXTTTTTVVE,1
14049,BPVPXVPXTTTVPXVPXTTVVE,1
14050,BOCAFUAFUCCCCCCCCCCCADE,0
14051,BPTVPXTTVPXTVPSE,1
14052,BTXXTVPXTTVPXTTVPXTTTTVVE,1
14053,BAFHJJJJJJJJIKE,0
14054,BMOOOOQUWVZUWWWWVZRE,0
14055,BNWWWVZUWWWVZUWVYE,0
14056,BTXXVPXVPXTTTVPXTTTTTTTTVPSE,1
14057,BPSSSSXPXSSSXPXXVE,0
14058,BTSSSSSSXXTTTTTVPXTVPXVPSE,1
14059,BTXXTTVPXTTVPXTTTTTTTTTVVE,1
14060,BQNUAFUAFUADE,0
14061,BTSSSSSSXXVPXTTTTTVPXTTTTTVVE,1
14062,BPXPXSSSSXPXXPXXPSE,0
14063,BPTTTTTTTVPXTTVPXTTTVVE,1
14064,BPTVPXTTTTVPXTTTTTVVE,1
14065,BTXXTTVPXTTTTTTTVPXVPSE,1
14066,BTSSXPTTTVXPVXPTVXVE,0
14067,BPTTTVPXTVPXTTTTTTVPXTVPSE,1
14068,BADDDDFHILHJJJILGE,0
14069,BTXPVXPVXPTVXPTVXPTTTTVXVE,0
14070,BPVXPTTTVXPTTVSE,0
14071,BPTTTTTTTTTTTTTVPXTVPSE,1
14072,BADFHJJJILHJJILHJIKE,0
14073,BPTTVXPTTTTTTVSE,0
14074,BMOOOOOOQUVZUWVZRE,0
14075,BTXXTTTTVPXVPXTTTTVPXVPXTTVVE,1
14076,BTSXXTTTTTTTVPXTTTTVVE,1
14077,BPTVPXVPXTTTTTVPXTVPXVVE,1
14078,BTSSSSSSXXVPXVPXTTTVPSE,1
14079,BPVPXTTTTTTTTTVPXTTVPSE,1
14080,BTXXVPXVPXTVPXVPXTTTTVPSE,1
14081,BNVZUWVZUWVZUVYE,0
14082,BMOQUAFUAFUCCAFUCCAFUCAFUAFUCCCCAFUCAFUCAFUCADE,0
14083,BPXPXXPXXPXSSSSSXPSE,0
14084,BPTTTTVPXVPXVPXVPXVPXVVE,1
14085,BTTTVXXPXSXPXSSXPSE,0
14086,BPTTTVPXTVPXTTTVPSE,1
14087,BQMMNUAFUCCAFRE,0
14088,BTSSSSXXVPXTTVPXVVE,1
14089,BTSSXXTVPXVPXTTTVPXTTVVE,1
14090,BTXXTVPXVPXVPXTVPXTVPSE,1
14091,BTTTTTTTTVPXTVPSE,0
14092,BPTTTTTVPXTVPXVPXVPSE,1
14093,BCILHJILHILHJILHILHJJJJIKE,0
14094,BPTTTVPXTTVPXTTVPXTVVE,1
14095,BPTVPXTTVPXTTTTTTVPSE,1
14096,BNWWWWWWWVZUWWWWWVYE,0
14097,BNWWWVZUVZUWVZRE,0
14098,BTVXSSSSXPXXVE,0
14099,BTXXVPXVPXTTTVPXVPXVVE,1
14100,BTSSXXTVPXTTTTTTTTVPXTTTTTTVVE,1
14101,BOCAFUCCAFUCADE,0
14102,BTSXXTVPXTTVPXTTVPXTVPXTVVE,1
14103,BTXXTTVPXTTTTTVPXTTVPXVVE,1
14104,BPTPXVVVVVVVVVTPSE,0
14105,BTSSSSSSXXVPXTTVPXTTTVVE,1
14106,BPTTTTVPXTTTVPXVPXVPXVVE,1
14107,BTXXVPXVPXVPXVPXTTVVE,1
14108,BTSSXPTTTTTTVXPTTVSE,0
14109,BPTTTTTVPXVPXTTTTVPXVPSE,1
14110,BTXXTTTTVPXTTTTTTTTVPSE,1
14111,BPTTVPXVPXTTTTTTVPXVPSE,1
14112,BPSSSSXXTTVPXVPSE,0
14113,BMOOOOQUWVZUWWWWWWWWVYE,0
14114,BTSSXXVPXTTTVVE,1
14115,BTSXXVPXTTTTTTVPXVPSE,1
14116,BPTVPXTTVPXTTVPXVPXTTVPSE,1
14117,BTTTTVXSSSSXPXSSSSSXVE,0
14118,BAFHILHJILHILHJJIKE,0
14119,BCJJJILHJJJILHIKE,0
14120,BNWVZUWVZUWWWWWVZRE,0
14121,BPTVPXTTTTVPXVPXTTVPSE,1
14122,BTXXTTTTTTTTTVPXTTVPXTTTVVE,1
14123,BNVZUWWVZUWVZUWVZUWWWVZUVYE,0
14124,BPTTVPXVPXVPXTTTVPXVPSE,1
14125,BMQUVZUVZUWWWWWWVYE,0
14126,BPVPXVPXTVPSE,1
14127,BTSSSSXXVPXVPXVPXTTTTTTTVPSE,1
14128,BTSXXTTTVPXTTTTTVPXVPXTVPXTTVVE,1
14129,BNCCCAFUAFUAFUAFUAFRE,0
14130,BPSSXPXSXPXSSSSSXPXXVE,0
14131,BOCAFUCCCAFUAFRE,0
14132,BPVPXVPXTTTVPXVVE,1
14133,BPTVPXTTTTTTTTTTTTVVE,1
14134,BTXPTTTTTVXPTTTVSE,0
14135,BTSSXXVPXVPXVPXTTTTTVPSE,1
14136,BQMMNUAFUCCAFUCADE,0
14137,BQNUAFUAFUAFUAFUADE,0
14138,BPXXVPXTVPXVPXTVVE,0
14139,BTXXTTTTVPXTTTVPXTVPXVPSE,1
14140,BPSSSSSSSXPXSXVE,0
14141,BPTTTTTTVXPVXPTVXPTVSE,0
14142,BTTVXXPXSSSSSSXPSE,0
14143,BAFHILHJJJILHILHJILGE,0
14144,BTSXXTTVPXTTVPXVPXTTVPXVPXVVE,1
14145,BMOOOQUVZUVYE,0
14146,BPSXPXXPXSXVE,0
14147,BTXXVPXTTVPXTTTVPXVPXTVPSE,1
14148,BPTPXVVTPXTPXVTVE,0
14149,BPTTTVPXTVPXTTTTVVE,1
14150,BPTVPXTTVPXTTTTTTVPXVPSE,1
14151,BPXXTVPXTTTTTVVE,0
14152,BTSXVVVTPXVTPXVVTVE,0
14153,BMQUCCCAFUCAFRE,0
14154,BNCCCCCCAFUAFUADE,0
14155,BPTVPXTTTTVVE,1
14156,BPSSSSXXVPXTVPSE,0
14157,BPTTTTTVPXTTTVPXTTVPSE,1
14158,BTSXPVXPVXPTTTVXPTVSE,0
14159,BPTTTTTTTTTTTTTVPXVPSE,1
14160,BMOOOOOQUVZUVZRE,0
14161,BNWWVZUVZUVZUVZUVYE,0
14162,BTTTTTVXSXPSE,0
14163,BPSSSXPXSXPXXPXXPSE,0
14164,BTXXTVPXVPXTTVPXTTTTVPSE,1
14165,BCJJJJILHILHJJJJJILGE,0
14166,BPTTVPXVPXTTVPXTVVE,1
14167,BTSSSXXTTVPXTTTVPXTVVE,1
14168,BTSXXTVPXTTVPXTVPXVPSE,1
14169,BTSSSSXXTTTTTTTTTVPSE,1
14170,BPXPXXPXXPXSXPXSXPXSSSSSSXPSE,0
14171,BPVPXVPXTTTTTTTTTTTVVE,1
14172,BPXXVPXVPXTTVPXTTTTVVE,0
14173,BCJJJILHILHJILGE,0
14174,BPTTTTTTTTVPXVPXTVPSE,1
14175,BPTTVPXVPXTTVPXTVPXVVE,1
14176,BPSSXPXSSSSXPSE,0
14177,BQMMMMMMMMNUAFUADE,0
14178,BPSSSSSSSSXPXSSXVE,0
14179,BPTTTTTTVPXTTVPXTTTTVPSE,1
14180,BTXXVPXTTTVPXTTTVPXVVE,1
14181,BTTTTVPXTTTTTVPXVVE,0
14182,BTTTTTTVPSE,0
14183,BTSXXTTVPXTTVPXTVPSE,1
14184,BTTTTVXSSXPXXPXSXVE,0
14185,BADFHILHJJJJILHILHJIKE,0
14186,BPXXTTTVPSE,0
14187,BMOOQUWWWWVZUVZRE,0
14188,BTSSSSSSSXSE,1
14189,BTSSSXXTTTTTVPXTTVPXTVPXTVPXTTTVVE,1
14190,BTXXVPXVPXVPXTVPXTVVE,1
14191,BPVPXVPXTVPXTTTTTTTTVPSE,1
14192,BTXXVPXTTVPXTTTTVVE,1
14193,BNCCCCCAFUCCCAFUADE,0
14194,BTSSXXTTVPXTTTVPXTTVPXTTTTVVE,1
14195,BTSSSSXXVPXVPXTVPXTTTTTVPSE,1
14196,BTSXXTTVPXTTTTTTVPXVVE,1
14197,BTXXTTVPXTTVPXTVPXTTTVVE,1
14198,BTXXTTTVPXVPXTTVPXTVPSE,1
14199,BNAFUCCCCAFUCCCAFUCCADE,0
14200,BADFHILHJILGE,0
14201,BPVPXTTTVPXTTTTTTTTTTTVVE,1
14202,BOAFUAFUAFUCCAFUADE,0
14203,BTSSSXPTVXPVXPTVSE,0
14204,BCILHJJJJJJJILHIKE,0
14205,BCILHJJJJJILHJJJJJIKE,0
14206,BAFHJJJJILGE,0
14207,BPSSXXTVPXTVPXVVE,0
14208,BTXXTTVPXTTTTVPXVVE,1
14209,BPTTTVPXVPXTTVPXVPXTVVE,1
14210,BTVPXTTTVPSE,0
14211,BMOOQUAFUCAFUCCCCCADE,0
14212,BADFHJJILHJILHJILGE,0
14213,BPTTTVPXVPXTVPXTTVPXVPXTVVE,1
14214,BNWWVZUVZUVZUVZUWWWWWVZRE,0
14215,BTSSSXPTTTVSE,0
14216,BTSSSSSSSXXTVPXVPXTTTVVE,1
14217,BPTVPXTTTTVPXTVVE,1
14218,BPTVPXVPXTTVPXTTTTTTTTTTVVE,1
14219,BTSSSXXTTTTVPXVPSE,1
14220,BTSXXTTTTTTVPXTTVPXTTTTVVE,1
14221,BTSXPTTTVXPVXVE,0
14222,BTXXTVPXVPXVPXVPXVPXTTTVPXVPXTVPXVVE,1
14223,BMOOOQUWVZUWWWVZRE,0
14224,BMOQUCAFUAFUAFRE,0
14225,BCILHJILHJJILHJJIKE,0
14226,BQMMNUCCCCAFUCAFUCCAFRE,0
14227,BPSSSSXXVPXVPSE,0
14228,BTSSSSSSXXTTVPXVVE,1
14229,BTXXVPXVPXTTTTVPXVPXTTVVE,1
14230,BTSSSSSSXXVPXVPXVPSE,1
14231,BTTTTTTTTVPXVPSE,0
14232,BPVPXVPXTVPXTTTTTTTTTTVVE,1
14233,BTTTTTTVXXPXSSSSSXPXXVE,0
14234,BCILHJJJJILHILGE,0
14235,BCJILHILHILGE,0
14236,BMQUWWWVZUVZUWWVZRE,0
14237,BQMMNUCCCCAFUCADE,0
14238,BQNUCCAFUCAFUCADE,0
14239,BPTVPXTTTTTTTTVPXTTVPSE,1
14240,BTSSXPVXPTVXPTTVXVE,0
14241,BPSSXXTTTVPXVPSE,0
14242,BCJJJJJJJILHJJJJIKE,0
14243,BMQUCAFUCAFUCCAFUAFRE,0
14244,BPSSSSXXTVVE,0
14245,BTXXXSXVVVVTPXTVE,0
14246,BPXXVPXVPXVPXTVPXTTVPSE,0
14247,BNWVZUWVZUWWWVZUVYE,0
14248,BPVVVVVVVVVTPSE,0
14249,BTSXXTTTTTTTTVPSE,1
14250,BOAFUCCCCAFUAFUCCAFUAFUCADE,0
14251,BPTTTTVPXVPXTTVPXVPSE,1
14252,BTSSXXTTTTTTTVPXTTTVVE,1
14253,BCJJILHILHILHJILHJJJILGE,0
14254,BTVPXTTTVPXTTTTTTVPSE,0
14255,BOCCCAFUCAFUCCAFRE,0
14256,BOCAFUAFUCCCADE,0
14257,BTSSSSXXVPXVPXTTTTTVPXTTTVVE,1
14258,BPSSSSXXTTTTTTTTTVPXTVVE,0
14259,BTXXTTVPXTVPXVPXVPXTVPSE,1
14260,BPVPXVPXVPXTTTVPXTTVPSE,1
14261,BTXXXSXVVVTVE,0
14262,BTSXXVPXVPXTVPXTTVPXVPSE,1
14263,BPTVPXTVPXTTVPXTTTVVE,1
14264,BPVPXVPXTTVPXTTVPXVVE,1
14265,BTSXXVPXVPXTTTTTTTTVVE,1
14266,BPVPXTTTVPXTVPXTVPXVPXVPSE,1
14267,BPVXPTVXPTVXPTTVSE,0
14268,BPVPXTTTTTVPXTTTTTTTTVPSE,1
14269,BTSSSSXXTTVPXTTTTVPXVPSE,1
14270,BTVXXPXXPXXPXSSXPXXPXSXVE,0
14271,BMOOOOOQUWVZUWWWWWVZRE,0
14272,BTXXTTTVPXTTVPXTTTVPXVVE,1
14273,BTTVXXPXXPXXPXSSSXPXXVE,0
14274,BTVXSSSXPXXPXXPXSXVE,0
14275,BTSSSSXXTTTTVPXVPXTVPSE,1
14276,BPVPXTVPXTVPXVPXTVVE,1
14277,BTVXSSSSSXPXSSSSXPXXPSE,0
14278,BTXXTVPXTTTTVPXTVPXVPXTVPXTVVE,1
14279,BTSSSSXXVPXTTVPXVPSE,1
14280,BPTVPXTTTTTTVPXTVPXTTTVPSE,1
14281,BPVPXTVPXTVPXTVPXTTVVE,1
14282,BMQUAFUCCCCCCCAFUADE,0
14283,BPTTVXPTTTTTTTTTVXVE,0
14284,BADDDDDFHJJJJILHJIKE,0
14285,BPTTTVPXVPXVPXVPXTTVVE,1
14286,BPXXVPXTTVPXTTVPXVVE,0
14287,BTSSSSXXTTVPXTTTTTTVPSE,1
14288,BMOOOOOQUWWVZUWWWWWVZRE,0
14289,BPVPXTTTTVPXTVPXVPSE,1
14290,BCILHJJJJILHJJIKE,0
14291,BPTTVPXTVPXTVPXVPSE,1
14292,BTSSSXXTTTTTVPXTTVPXTTTVPXVPXTTVVE,1
14293,BPTTVPXVPXVPXTVPXVVE,1
14294,BTXXVPXTTVPXTTTTTTTTVVE,1
14295,BTSSSXXVPXTVPXVPXTVPXVVE,1
14296,BMOOQUAFUCCCAFUAFUADE,0
14297,BPTTVPXTTTVPXVPXVPXVVE,1
14298,BMOQUCCCAFUCCADE,0
14299,BPVPXVPXTTTTTTVPXVPSE,1
14300,BTSXXTTTTTTTTVPXVPXVPSE,1
14301,BTSSSSSSXPVXVE,0
14302,BPXPXSXPXSXPXXPXSXVE,0
14303,BPVXPTVXPTVXPVSE,0
14304,BPXXTTTVPXTVPXTVPXTTTTTVPSE,0
14305,BPTTVPXTVPXTTVPXTTTVVE,1
14306,BPTTTVPXTTVPXTVPXTTTVVE,1
14307,BMQUCCCCCCCCCCCCCCAFUCAFUCCCADE,0
14308,BPVPXVPXTTVPXTTTVPXTTVVE,1
14309,BTSSSXXVPXVPXVPXTVPXTTTTVPSE,1
14310,BPSSSXPXSXPXXPXSSSSXPSE,0
14311,BNCCCCCCCCCCAFRE,0
14312,BPTTVXPTTTTTVSE,0
14313,BTSSSSSXXTVPXVPXTTTTVVE,1
14314,BAFHILHJJJJILHJILGE,0
14315,BQMMMNUCCCCCCCCADE,0
14316,BPSXPXXPXXPXSXPSE,0
14317,BADDFHJILHJJILHJJILGE,0
14318,BMOOOOQUWWWWVZUWVYE,0
14319,BTXXVPXTTVPXTVPXTTVPSE,1
14320,BPTTTTTTTVPXTTTTVPXVPXTTVVE,1
14321,BTXXTVPXTTTTTVPXVPSE,1
14322,BPTVPXTTTTTVPXTTTTTVVE,1
14323,BQMNUCCAFUAFUADE,0
14324,BTSXXVPXTTVPXTTTTTTTTTVPXVPXTTVPSE,1
14325,BMQUWVZUWWVZUWWWVZRE,0
14326,BPTTTVPXTTTTTVPXTTVPXTVVE,1
14327,BTXXXXXXXXSXTPSE,0
14328,BPTTTTVPXTTTTVPXVPSE,1
14329,BTSSSSSXXTTTTVPXTVPXTVVE,1
14330,BTSSXXTTTTVPXTTTTTVPXVPSE,1
14331,BTSSSSSSXXTTTTTTTTVPXTTVPSE,1
14332,BMQUWVZUWVZUWVZUVYE,0
14333,BTXXTTTTTTTTTTVPXTTTTVVE,1
14334,BPTVXPTTTVXPVSE,0
14335,BNCCCAFUCAFUCAFUCADE,0
14336,BTSSSXXTVPXTVPXVPXTTTTVVE,1
14337,BTVXXPXSXPXXPXSSXVE,0
14338,BTTTTTTTTTTVVE,0
14339,BTSSSSSSSSXXTVPXTTVPXTVPSE,1
14340,BTXPTTVXPTTVXPTVXPTTVXVE,0
14341,BPTVPXVPXVPXTTVPXVPXVPSE,1
14342,BPTTTTVPXVPXTVVE,1
14343,BMQUCCAFUAFUCAFUCADE,0
14344,BPSSSXXTTTVPXVVE,0
14345,BMQUWWWWWWWVYE,0
14346,BOAFUCCAFUCADE,0
14347,BTVXSSXPXXVE,0
14348,BTSSSSXXTVPXTTVPXTVPXVPXTVVE,1
14349,BTSSSXXTVPXTTTTTVPXTTVPXTVVE,1
14350,BPVXPVXPTVXVE,0
14351,BTSSSSSXXTVPXTTTTTVPXVVE,1
14352,BPTTVPXTTTVPXTVPXTVVE,1
14353,BMOOOOOOQUWVYE,0
14354,BTVXSSSSXPXSSSXVE,0
14355,BQMNUAFUCCAFRE,0
14356,BMOQUAFUAFUCCCAFRE,0
14357,BTXPTVXPTTTVXPVXVE,0
14358,BPSSSXPXSSXPXSSSSSSSSSXVE,0
14359,BPVPXVPXVPXTTVPXVVE,1
14360,BPVPXTVPXTTTTTVPXTTTTVPXTTTVVE,1
14361,BTXPTTTVXPVSE,0
14362,BPTTVPXVPXTTVPXVPXVPXTTVPXTTTVPXVVE,1
14363,BNCCAFUCCAFRE,0
14364,BPVPXTVPXTVPXVPXTTTTVVE,1
14365,BPTTVPXTTTTTTTVPXTTVVE,1
14366,BPTTVPXVPXTVPXTVPXTVVE,1
14367,BPTTTTTTTVPXVPXTTTTTVVE,1
14368,BTSXXTVPXTTTVPXVPXVPXVPXTTTVPSE,1
14369,BTXXTTTTTTTTVPXVPXTVPSE,1
14370,BTXXXXXSXVVVVTPSE,0
14371,BQMNUAFUCCAFUCAFUCAFRE,0
