string,valid
BTTVXSXPXSXPXSSSSXPSE,0
BTTTTTVXSSSSXPXSSSSXPXXPSE,0
BPSSSSXPXSSSSXPXXPXSSXVE,0
BTVXSXPXXPXSSSSSXVE,0
BPSSXPXXPXSSSSSXPXSXPXSSXVE,0
BPXPXXPXSXPXSSSSXPSE,0
BPXPXSXPXXPXSSSSXPXXPXXVE,0
BPXPXXPXSSXPXSSSXPXXVE,0
BTTTTTTVXSSSSSSSSXVE,0
BPSSSXPXSSXPXXPXSXVE,0
BPSSXPXXPXXPXXPXXPXSSSSXPXXPXXPSE,0
BPSXPXSSSSXPXXPXSXPSE,0
BTTTTTTTVXXPXSSXPXSSSXPSE,0
BTVXXPXSXPXSSXPXSXPSE,0
BPSSSXPXSSSXPXSSSXPSE,0
BPSSSXPXXPXSXPXXPXXVE,0
BPSXPXSSSSXPXXPXSXPXSSSSSXPXXVE,0
BTVXSSSSXPXSSSSSXVE,0
BTTTTTTTVXSSSXPSE,0
BPXPXSSSXPXXPXXVE,0
BPSXPXXPXSSSSXPXXPXXPXSXVE,0
BTTTTVXSSXPXXPSE,0
BTTTTTTTTVXXPXXPXSSSXVE,0
BPXPXXPXSXPXSXVE,0
BTTTVXSSSSSXPXSXPXXPXSXPSE,0
BTVXSXPXSSXPXSXPSE,0
BPSSSSSXPXSSSSSSSSXVE,0
BTTTVXXPXXPXXPXSSSXVE,0
BTTTTVXXPXXPXXPXXVE,0
BTVXXPXSXPXXPXSSXVE,0
BPSSSSXPXXPXSSSSSSXVE,0
BTVXXPXSSXPXSXPXSSXPSE,0
BPXPXSSSSSSSSSSXPXXVE,0
BTTTTTTTTTTTTVXSXPXXVE,0
BPSXPXXPXSSSSSXPXXVE,0
BTTTTTTVXSXPXSSXPXSXPSE,0
BPSSSXPXSSSSSXPXXPXSSSXVE,0
BPSSSXPXSSXPXSXPXXVE,0
BTTTTTTTTTVXSSSSXVE,0
BPSSSSXPXXPXXPXSSSXVE,0
BPSSXPXSXPXXPXXPXSSSSXPXSXPSE,0
BTTTTTTVXSSSSSSXVE,0
BTTVXSSXPXSSXPXXVE,0
BTTVXSXPXSXPXXPXSXVE,0
BTTTTVXSSXPXSSSSSXVE,0
BTTTTTTTVXSXPXSXPSE,0
BTVXSXPXXPXXPXSSXPXSXPSE,0
BTVXXPXSSXPXSSXPXXPSE,0
BTTTVXSSSXPXSSSXPXXVE,0
BPSSSSSXPXSSSSSXPXSXPSE,0
BTTVXSSSSSXPXSSXPXSSSSSXVE,0
BPXPXXPXSSXPXSSSSXPXSSXVE,0
BTTTTVXSSSSSXPXSSSXPSE,0
BPSSXPXSSXPXSSSXVE,0
BTVXSSXPXSSSSSXPXXVE,0
BPXPXXPXSSSSSSSSXPSE,0
BTVXSSXPXSSSSXPXSXVE,0
BPXPXSSSSSSSSSXVE,0
BPSSXPXSSSXPXSXPXXPSE,0
BPSXPXSSSXPXSXPSE,0
BPSSSSXPXSXPXXPXXPXXVE,0
BTVXXPXXPXSSSSSXVE,0
BPSSSSSSSSSSSSXPSE,0
BTTTTVXSXPXSSSSXVE,0
BTVXSSXPXSXPXSSSSSSSXPSE,0
BTVXSXPXSSSSSSSSSXPXSXVE,0
BTTTVXSXPXXPXSXVE,0
BPSSXPXSSSXPXSSXPSE,0
BPSSXPXXPXXPXSXPXSXPSE,0
BPSXPXSSSSSSSSXPXSSXPXSSSSSXVE,0
BPXPXSSSXPXSXPXXVE,0
BPSSSXPXXPXXPXSXVE,0
BPSSSSSSSSSXPXSXPSE,0
BPSSXPXSXPXXPXXPSE,0
BTTTVXSXPXXPXXPXXPSE,0
BTVXSSSSXPXSSSSSXPSE,0
BTTTTVXSXPXSSXPXSSXVE,0
BTTVXXPXSSSSSXPXSSSSXPXXPXSSXPXXVE,0
BPXPXXPXXPXSSXPXSSSXPSE,0
BPXPXSSSSSSSSSSXPSE,0
BTTTVXSSXPXXPXSXPXXPSE,0
BPSXPXSSSSSSSXPSE,0
BTTVXXPXSSSXPXXPXSSXPSE,0
BPSSXPXSSSSSXPXSSXVE,0
BTTTVXSXPXSXPXSSSSSSSXVE,0
BTTVXSSSSSSXPXSXVE,0
BPSSXPXXPXSXPXXPSE,0
BPXPXSSSSSSXPXSSXPSE,0
BTTTTTTTTTTTVXSSSSXPSE,0
BTTTTVXSSSSXPXXPSE,0
BPSSSSXPXXPXSXPXXVE,0
BTTTTTVXSSSXPXXVE,0
BTTVXSSSXPXSSXPXSSSXVE,0
BTVXSSSXPXSSXPXXPXXVE,0
BTVXSSSSXPXXPXSSSSSXVE,0
BTTTVXSSSSSSXPXSSSSXPSE,0
BPXPXSXPXSSSSXPXXVE,0
BPSSSSXPXXPXSSXPXSSSSXPSE,0
BTTTVXXPXXPXSSSXPSE,0
BPSXPXXPXSSSSXPXSXPXSSXPSE,0
BTTTVXSSXPXXPXSSXPSE,0
BTTTTTVXSSXPXSXPXXPSE,0
BPSXPXSSSSXPXXPXSSXPXXVE,0
BPSSXPXSXPXSSXPXXPSE,0
BTVXSXPXSSSSXPXSSSXPXSXPXXPSE,0
BTVXXPXSXPXSSSXPXSXPSE,0
BTVXXPXSSSSXPXSXPSE,0
BPSXPXSSSSSSSXPXSXVE,0
BPSXPXSXPXSSXPXSSSXVE,0
BTTVXSSSSSXPXSSXPSE,0
BPSSSSSSSSXPXSXPXXPXXPSE,0
BTTTTTTVXXPXXPXXPSE,0
BPXPXXPXSSSXPXSXPXXPSE,0
BPSSSSSSXPXSSSSSXPXSSSXVE,0
BPSXPXSXPXXPXSSXPSE,0
BTTTTVXXPXSSSSSXPXSSXPXXPXSXPSE,0
BPSXPXSSXPXSXPXXPXSSSSXVE,0
BPSSSSSSSSSXPXSXPXXPSE,0
BTVXSSXPXSXPXSSSXPXSXVE,0
BTTTTTTVXSXPXSSXPXSSSXVE,0
BTTTVXSXPXSXPXXPSE,0
BTTTVXXPXSSXPXSSXPSE,0
BTTTTTTVXSSSSSSXPSE,0
BTVXSSXPXXPXSSSSXPSE,0
BPSSSSXPXSXPXSSSSSXPXSXVE,0
BTTTVXSXPXSXPXSSSSXVE,0
BPSSSSXPXSSSSSXVE,0
BTVXSSSSSSXPXSSXVE,0
BTTVXXPXSSXPXSSXPXXPSE,0
BPSXPXSXPXSSSSXPXSXVE,0
BTVXSSXPXXPXXPXSSXPXXVE,0
BTTVXSSXPXSXPXXPXSXVE,0
BTTTTVXSSSSXPXSXVE,0
BTTTTVXSXPXSXPXXPXXVE,0
BTTTVXSSSXPXXPXSSSXVE,0
BTTTTTTTTTTTTVXSXPXSSSXVE,0
BPXPXSXPXSSSSXPXSXPXSSXPSE,0
BTTVXXPXSXPXSXPXSSXVE,0
BPSSXPXSSXPXXPXSXPXSSXPSE,0
BPXPXSXPXSSSSSSXPSE,0
BTTTTTTTTTVXSSXPSE,0
BTTVXSSXPXSSSSXVE,0
BPSXPXSSSSXPXSSSSXPXSXPXSSXVE,0
BPSXPXSXPXSXPXSSXPXXPSE,0
BPSSSSXPXSSXPXSXVE,0
BPSSSXPXSSSSSSSXPXXVE,0
BTTVXSSSSSSSSXPXSSSSSXPXSXPSE,0
BPSSXPXSSXPXXPXSXVE,0
BPXPXSSSSSSXPXSSSXPXSXVE,0
BTTTTTTTVXSXPXXPXXPSE,0
BPSXPXXPXXPXXPXXPSE,0
BPSSSXPXSSSXPXSSXVE,0
BTVXSSSSXPXSXPXXVE,0
BTTVXSSXPXXPXSSSXVE,0
BTTVXSXPXXPXSXPXXPXSSXVE,0
BTTTVXSXPXXPXSSSSXPSE,0
BTVXXPXXPXSSSSSSXVE,0
BTTVXXPXSSXPXSXPXSXPXXPXXVE,0
BTTVXXPXXPXSSSSXPXSSSSXVE,0
BTTVXSSSSXPXSSSXVE,0
BPSXPXSSSSSSSSXPXSSXVE,0
BPSXPXXPXSSSXPXXVE,0
BTVXXPXSSSSSSSXVE,0
BTTTVXSSSSSSXPXXVE,0
BTVXSSSXPXXPXSSSXPSE,0
BPXPXSXPXSXPXSSXVE,0
BTVXSXPXSSSSXPXXPXXVE,0
BTVXSSSSXPXSSXPXSSSSSXVE,0
BTTTTTVXSSXPXXPXXPSE,0
BTTTVXXPXSSSSSSSSXVE,0
BTTVXSSSXPXSXPXXPSE,0
BTTTTVXSSSSXPXXPXXVE,0
BTVXSSXPXXPXSSXVE,0
BTTTVXSXPXXPXSSSSXVE,0
BTVXXPXSSSXPXSSSSXVE,0
BTTTTVXSSSSXPXSSSXPXSSSXVE,0
BTVXXPXSSSSSXPXXPXXVE,0
BPSSSSSXPXSXPXSSSXPXXPXXVE,0
BTVXSSSSSSSSSSSSXVE,0
BTTTTTTTTTTTTTTTVSE,0
BTTTVXSSSXPXSSXPSE,0
BPSSSSSSXPXSSSSSSXVE,0
BTVXSSXPXSSSSSSXPXXPSE,0
BPSXPXXPXSSSSXPSE,0
BTVXSSXPXSSXPXSSSXVE,0
BTTTTVXXPXSXPXSSXVE,0
BPXPXSXPXSSXPXXPXXPSE,0
BTTTVXSSSXPXSXPSE,0
BPSXPXSSSSXPXSSSXPSE,0
BPSSXPXSXPXSSSXPXXPSE,0
BPSSXPXSXPXSSSSSXPXXVE,0
BPXPXSSXPXXPXXPXXPSE,0
BTVXSXPXSXPXSSXPXXPXSXPSE,0
BPSSSXPXSSSSSSSXPSE,0
BTTTVXSSXPXSXPXSSSSSXVE,0
BTTTTTTTTVXSSSSSSXPXXVE,0
BPXPXXPXSSSSXPXXPSE,0
BPSXPXXPXSXPXXPXXVE,0
BTTTVXSSXPXSSSSSSSSSXPXXPSE,0
BTTTTTVXXPXXPXSSSXPXXPXXVE,0
BTTVXSSSSSXPXSXPXSXVE,0
BPXPXSXPXSSSSXPXSSXVE,0
BTTTVXSXPXSXPXXPXXPSE,0
BPXPXSSSSXPXXPXSSXPSE,0
BTTVXSSSSSSSXPXSXPXSSSXVE,0
BTVXSXPXSSXPXXPXXVE,0
BPSXPXSSSSSSSSXPXSXPSE,0
BTVXSSXPXSSSXPXXPSE,0
BTTTVXSSSSSSSSSXPXSSSSSSXPXSXVE,0
BPSSXPXXPXSSSXPXSXVE,0
BTTTTTTVXXPXXPXSSXPXSXPSE,0
BPXPXXPXSSXPXXPXXPXSSXPXXVE,0
BPXPXSXPXXPXXPXSXPSE,0
BTTTTVXXPXSSSSSSXPXXVE,0
BTTVXSXPXSXPXSSXVE,0
BPSSXPXSXPXSXPXXPXSSSXVE,0
BTVXSSSSXPXSSXPXXVE,0
BPXPXSXPXSSSSSSSXPSE,0
BTVXSSSXPXSSXPXSSSSXPSE,0
BTTTTTTTTVXXPXSSXPXSXPSE,0
BTVXSXPXSSSXPXXVE,0
BPSXPXXPXSSXPXXPXSSSSSXVE,0
BTTTVXSSXPXSXPXSSXPXXPXSSSSXPXSSSXPXSXPXXVE,0
BPSSSSSSSSSSSSSXPSE,0
BTVXSXPXSSSXPXSXPXXVE,0
BTTTTTTTTTVXXPXSSSXPSE,0
BTTVXXPXXPXSXPXXVE,0
BTTTTVXSSSXPXXPXXPSE,0
BTTTTTTTTTTVXSSSXPXSSXVE,0
BTTTTVXSSXPXSSSSSSSSXPXXPXSSSXPSE,0
BTTTTTTVXSSSXPXXPXSSSXPSE,0
BTVXSSSSSSSXPXSSXVE,0
BPSSSXPXXPXSSSXPXXPSE,0
BPXPXSSSSXPXSSSSXPXXVE,0
BTTTTTTTTTTTTTTVSE,0
BTTTVXSSXPXXPXSSXPXXVE,0
BTVXXPXSSSSSXPXSSXVE,0
BTVXSSSSSSSSSSXPXXPXSXVE,0
BTTTVXXPXSXPXSSXPSE,0
BTTTTVXSXPXSSSXPXXVE,0
BTVXXPXXPXXPXXPXSSXPXSSSXVE,0
BTVXXPXXPXSXPXSXVE,0
BTTTTTTTTTTVXSSXVE,0
BTTTTTTTTTTTVXXPXXPXXPXSXVE,0
BTVXSSSSSSSSSXVE,0
BTTVXSXPXSXPXSXPXSXVE,0
BPXPXSSXPXSSXPXSXPXSXVE,0
BPXPXSXPXXPXXPXSSSXVE,0
BTTVXSXPXSXPXSSXPXSSSSXVE,0
BTTTTVXSSSXPXSSXPSE,0
BTTVXSSSSSXPXXPXXPSE,0
BTTTTTTTTTTVXSXPXSSSSXVE,0
BTTTTTTVXSSSSSSSSSXPXSSSSSXPSE,0
BPSSSSXPXSSXPXSXPXXVE,0
BTTTTVXSSSSSSSXPSE,0
BPXPXSSSXPXSXPXSSSXPSE,0
BTTTTTVXSXPXSXPSE,0
BTTVXSXPXSSSSSSSXVE,0
BPXPXSSSXPXSXPXSXVE,0
BTVXSXPXSSSSSSXPXXVE,0
BTTTVXSXPXXPXSSSSXPXXPXSXVE,0
BTTTTTVXXPXXPXSXPSE,0
BTTVXSSSXPXSSXPSE,0
BPSSXPXXPXXPXSXPSE,0
BTTTVXSSXPXSSXPXSXVE,0
BTTTTVXSSXPXSSSXVE,0
BTTTTTTTTVXXPXSXPXSXVE,0
BTTVXXPXSXPXSSSSSSSSXVE,0
BTTTVXSSSSSSSSXVE,0
BTVXSXPXSXPXSSSXPSE,0
BTTTTTTVXSSSSSXPSE,0
BPSXPXSSSSSXPXSXVE,0
BTTTTVXSSXPXXPXXPXSXPSE,0
BPSSSXPXSXPXSSSSXPXSXPSE,0
BTTTTTTTTTTVXXPXSXVE,0
BTTTTVXSSXPXSXPXXVE,0
BPSSSSSSSXPXXPXXVE,0
BPSSSSXPXXPXSSSSSXVE,0
BTTVXSSXPXSXPXXPXXVE,0
BPSXPXXPXXPXSSXPSE,0
BTTTVXSXPXXPXSSSXPSE,0
BPSSSSXPXSSSSSSSXPXXPSE,0
BPXPXSSXPXSSSXVE,0
BTTVXSSSSSSXPXXPXSSXVE,0
BPXPXSSSSSSXPXSSXPXXVE,0
BPXPXSXPXSSSSSSSSXPXSXPSE,0
BTVXSSSSXPXSXPXSSXPXXVE,0
BTTTVXSSSXPXSSSXPXSSSSXPXXVE,0
BPSSSSXPXXPXSSSSXVE,0
BPSSSSXPXXPXSSSXPXSSSXVE,0
BPSSXPXSSSSXPXXPSE,0
BPSSSSSXPXXPXSXPXSXPXXVE,0
BTTTTTTTVXXPXXPXSXPXSXVE,0
BPSSSXPXSXPXSSXPXSSSXVE,0
BTVXSSXPXSXPXXPSE,0
BTVXSSXPXXPXSSSXPXSSXVE,0
BPXPXXPXSXPXSXPXSSXVE,0
BTVXXPXXPXXPXSXPXSXVE,0
BTTVXXPXSXPXSSSXPXXVE,0
BTTTTVXSSSSXPXSXPXSSSSXVE,0
BTVXSXPXSSSXPXXPSE,0
BPSSSXPXXPXSXPXSXPSE,0
BTVXSXPXXPXSXPXXPSE,0
BTTTTTTTTVXXPXSXVE,0
BTTTTTTVXXPXSSSSXPSE,0
BTTVXSSSSSSSSSSSSSSSXPSE,0
BTVXSSSSSSSSSSXPXXVE,0
BTTTTTTTVXSSXPXSXPXXPXSSXPSE,0
BPSSXPXSSSSXPXSSXPSE,0
BTVXSSXPXXPXSSXPSE,0
BPSSXPXSSSSXPXSXVE,0
BTTTTVXSSXPXXPXXPXSXPXXVE,0
BTTTTTTVXSXPXSXVE,0
BTTVXXPXSSSSSSSSSXVE,0
BTTVXSSSSXPXSXPXXPXXPXSXVE,0
BPXPXSSSSSSSSXPXSXPSE,0
BPSXPXSSSSSSSXPXSXPXSSXPSE,0
BTTTTVXSSSSSSSSXPXSXVE,0
BPXPXSSSSSSXPXXPXXPXSSSXVE,0
BTTVXXPXXPXXPXXPXXPXSSSXPXSSSXVE,0
BTTTVXXPXXPXSSXPXXPSE,0
BTVXSSSSXPXSSXPSE,0
BTTTTVXSSSSSXPXSSXPXSSSXPXXPXXVE,0
BTVXSSSSSSSXPXSXPXXVE,0
BPSSSXPXXPXSSSXPXXVE,0
BPXPXXPXXPXSXPXSXVE,0
BTVXSSSSSSXPXXPXSXPXSSSSXPXXVE,0
BPXPXSXPXSSSSSXPSE,0
BPXPXXPXSSSSXPXXPXSXVE,0
BTVXSSXPXSSSSSSXPXSSSSSSSXPXSXVE,0
BTVXXPXSSSXPXSSSXPSE,0
BPSXPXXPXSSXPXXPXXPSE,0
BCILHJJJJILGE,0
BCJJJJJJJJJIKE,0
BAFHILHILGE,0
BCJILHILHIKE,0
BADDDFHILHJIKE,0
BADDDDDFHJILGE,0
BADFHJJILGE,0
BADDDDDDFHILHJJJJJILHJILHJIKE,0
BAFHJJJJJJILGE,0
BADFHILHJJIKE,0
BAFHILHJJJJJJIKE,0
BADDDFHJILHJIKE,0
BADFHILHJIKE,0
BADDFHJILHJJJIKE,0
BADDDFHJJILHJJILHJIKE,0
BADDDFHJIKE,0
BCILHILHIKE,0
BCILHJJILGE,0
BADFHJJJJJJJJJJILGE,0
BCILHILHJILHJIKE,0
BAFHJILHIKE,0
BCJJILHJILGE,0
BADFHJILHJIKE,0
BAFHJJJJJJIKE,0
BADFHJJJIKE,0
BADDFHILHIKE,0
BAFHJJILHIKE,0
BADDDDDDDDFHIKE,0
BADDDDFHILHIKE,0
BAFHILHILHJIKE,0
BAFHJILHILGE,0
BADFHILHIKE,0
BADDDDDDFHJJIKE,0
BADDFHJJJJJILGE,0
BADFHJILHIKE,0
BCILHJILHJJIKE,0
BCJJJJJILGE,0
BCJJILHJILHJIKE,0
BAFHJJJILGE,0
BADDFHJILHIKE,0
BAFHJJJJIKE,0
BCJJJILHJIKE,0
BCJJILHJJJIKE,0
BADDDFHJJILGE,0
BCJJILHJJJJJJIKE,0
BCJJJJJJIKE,0
BADDDDDDDDDFGE,0
BADDDDDDFHIKE,0
BCJILHJJJIKE,0
BAFHILHJILHIKE,0
BCJJILHJIKE,0
BCILHILHJJILHIKE,0
BADDFHJJJJJJJILGE,0
BCILHJILHJILHJJILHILHIKE,0
BADFHJJJILGE,0
BCILHJJJJJILGE,0
BAFHJILHJJJIKE,0
BADDDFHJILGE,0
BCILHJJJJJIKE,0
BADFHJJJJILHJIKE,0
BCJJILHILHILHIKE,0
BCILHJJJIKE,0
BAFHJJJJILHIKE,0
BCJJJILHILGE,0
BADFHJJJJIKE,0
BADFHJJJILHJJILGE,0
BCJILHILHJILGE,0
BAFHILHJIKE,0
BCILHILHJIKE,0
BCILHILHJILGE,0
BCJILHJILGE,0
BCJJILHILHJJILHJIKE,0
BADDDFHJJJIKE,0
BADDDFHJJIKE,0
BAFHILHJJJJJILHILGE,0
BAFHJJILHJJIKE,0
BADDDDFHIKE,0
BCJJJILHJILGE,0
BCJJJJJJJILHJILHJJILGE,0
BCJJILHJILHIKE,0
BADDFHILHJIKE,0
BCJJJJJJILHJILHJJILHIKE,0
BADFHJJJJJJJILGE,0
BCJJJILHJJILHJJILGE,0
BADFHJILHILHJJIKE,0
BAFHILHJILHJJIKE,0
BADDFHJJJJJILHJILHJJILHIKE,0
BCJJILHILGE,0
BAFHJJJJILGE,0
BADDDDDDDFHJIKE,0
BADFHJILHILHJIKE,0
BCJJJILHJJIKE,0
BADFHJILHJILGE,0
BCJILHJJIKE,0
BADFHJJJJJJJJILHIKE,0
BADDFHILHJJIKE,0
BCILHILHILGE,0
BCJJJJJJILGE,0
BADDDDFHJILGE,0
BAFHJJJJJILHIKE,0
BCILHJILHJJILHIKE,0
BCILHJILHIKE,0
BADFHJJILHIKE,0
BAFHILHILHJJJJILHJJJILGE,0
BAFHILHILHIKE,0
BAFHILHJJILGE,0
BCJJJJJJJILHJJIKE,0
BAFHJILHJILHJJJIKE,0
BADDFHILHJJILGE,0
BADDDFHJILHIKE,0
BCJJJJJJJJILGE,0
BCJJJJJILHIKE,0
BCJILHILHILGE,0
BCJJJJJJJJIKE,0
BCJJILHILHJILGE,0
BADDFHJILHILHJJJJILHJILGE,0
BAFHJJJJJIKE,0
BADDDFHJJJJILGE,0
BADDFHJJJIKE,0
BADDDDDDDDDDDDDDDFHIKE,0
BCILHJJJJJJIKE,0
BADDFHJILHJJILHIKE,0
BADDDFHILGE,0
BCJJJILHILHJILGE,0
BCJJILHJILHILGE,0
BADFHJILHJJJJIKE,0
BADFHJJILHJJJJJIKE,0
BADDDDFHJJILHILHIKE,0
BADDFHJJILHILGE,0
BADDDDDDFGE,0
BCJJJILHJILHIKE,0
BCJJJILHJJJJIKE,0
BAFHJJILHILGE,0
BCJJJJILHIKE,0
BADFHJJJJJJIKE,0
BCJILHJILHJILHILGE,0
BCJILHJJJJILHJJJJJJJJILHJIKE,0
BADFHILHJILHILHILHIKE,0
BCJJILHJJILHIKE,0
BCJJILHJJIKE,0
BAFHJJILHJILHJJIKE,0
BADDDDDFHJIKE,0
BADDFHJJIKE,0
BADDDFHILHIKE,0
BADDDFHJJILHJILHJILGE,0
BADDFHJILHJIKE,0
BAFHJILHILHJIKE,0
BCILHJILHJJILHJJILHJILGE,0
BADDDDDDDDDDDFHJILHJIKE,0
BAFHJJJJJILHJJJIKE,0
BAFHJJJJJJJJIKE,0
BCJJILHJILHILHJJILHIKE,0
BADFHILHJILHJILGE,0
BAFHILHJJJJJIKE,0
BADDFHJILHJJIKE,0
BADDFHJJILGE,0
BADDFHJILGE,0
BADFHJJJILHJJJJIKE,0
BADFHJJJJILHJJILHJIKE,0
BADDFHJJILHILHJIKE,0
BADDDDDFHILGE,0
BCJJJJJJJIKE,0
BCJILHJILHJJJILGE,0
BADDDDDDDFHIKE,0
BADFHJJJJJILHJIKE,0
BADDFHJJJJIKE,0
BCILHJJJILHJILGE,0
BCJJJJJJJILGE,0
BADFHJJILHILHIKE,0
BCJJJJJJJJJILGE,0
BAFHILHJILHILGE,0
BAFHJJILHILHILGE,0
BADDDFHJILHILGE,0
BAFHILHJILGE,0
BCILHJILHILHIKE,0
BCILHJILHJIKE,0
BCILHJJJJJJILGE,0
BCILHJJILHIKE,0
BCJJILHJJJJJILGE,0
BAFHJILHJILHJIKE,0
BADDFHJILHJJJJILGE,0
BADFHJILHJJJJJIKE,0
BADDDDFHJIKE,0
BCJJILHJILHJILGE,0
BADDDDDDDDFGE,0
BCJJJJILHJIKE,0
BCILHJJJILHIKE,0
BCILHJJILHILGE,0
BAFHJILHJJJJIKE,0
BCJJJJJJILHILHIKE,0
BAFHJJJJJILGE,0
BADDDDFHILHILHIKE,0
BCJJJJJJJILHILGE,0
BADDDDFHILGE,0
BADFHILHJJILGE,0
BCJJILHJJJJIKE,0
BADFHJJJJJJILGE,0
BCJILHJJJJJILGE,0
BADFHILHJILGE,0
BCJILHJILHJJJILHJIKE,0
BAFHJJJJJJJJJIKE,0
BCILHILHJJJIKE,0
BCJJJJILHILGE,0
BAFHILHILHILHIKE,0
BADDFHJJJILGE,0
BCILHILHJJILGE,0
BCILHJJJJIKE,0
BAFHJJJJJJJJILHJJJIKE,0
BAFHJILHJJIKE,0
BADDDDFHILHJIKE,0
BCJILHILHILHILGE,0
BADDFHILHILGE,0
BCJJJJJJILHJJJJILGE,0
BADDDDDDDDFHILGE,0
BADDFHJILHJJILHJJIKE,0
BCILHJILHILHJJILGE,0
BADDFHJILHILHIKE,0
BCJJJJJJJILHIKE,0
BCILHILHJILHJJIKE,0
BCILHILHJJIKE,0
BCJILHJILHIKE,0
BADDDDDDDFGE,0
BADFHJJJILHJILHIKE,0
BCILHJJJILHJJILGE,0
BADDFHJILHJILHJJILGE,0
BADDDDDDDDDDDDDDDDDFGE,0
BCJILHJJILHJJILGE,0
BCILHILHILHIKE,0
BADFHILHILHJILHIKE,0
BCILHJJJILHJJIKE,0
BAFHILHJJJIKE,0
BCILHJJJJILHJJJIKE,0
BADDDDFHJJJJIKE,0
BCILHJJJILGE,0
BADDFHJJJJJJJIKE,0
BADDDDFHJILHILHJIKE,0
BCJJILHILHILGE,0
BADFHJJJILHIKE,0
BADDDFHJJILHIKE,0
BADDDDDDDDDDDFHJJIKE,0
BADFHJJILHJIKE,0
BAFHJJJJJJILHJILGE,0
BCJJJILHILHJIKE,0
BADDFHJJJJJJJJILHJJJILGE,0
BADDDDDDFHJJILGE,0
BADDDFHJILHJILGE,0
BADFHJILHILGE,0
BADDDDFHILHJJJIKE,0
BCJJJILHIKE,0
BADDDDFHILHJILGE,0
BCJILHILHILHJIKE,0
BCJILHJJILGE,0
BCJILHILHJIKE,0
BCJJJILHJILHJJJJILGE,0
BAFHJILHJILHJILGE,0
BCILHJJILHJJJJIKE,0
BAFHJILHJJJILHIKE,0
BADFHILHJJJJJILGE,0
BAFHILHJJIKE,0
BAFHJJJILHJJIKE,0
BADDDDFHJILHJJJJIKE,0
BADFHJJJJJIKE,0
BCILHJJJJJJJJILGE,0
BCJJILHILHJJJJIKE,0
BADDDDDDDDDDFHJILHIKE,0
BAFHJJJJJJJJJJIKE,0
BADDDDDFHIKE,0
BADDDDFHJJJJILGE,0
BCJJJJJJILHILHJILHJILHIKE,0
BAFHJJJJJJJILGE,0
BADFHJJJJJILGE,0
BADDFHJILHILGE,0
BADFHJJILHJJIKE,0
BAFHJILHILHJJILGE,0
BADFHILHILHJJJJJJJJJJJJJJILHILGE,0
BADFHJJILHILHJJILGE,0
BADFHJILHJJJIKE,0
BADFHJILHJJILGE,0
BADDDDFHJILHJIKE,0
BCJILHJJILHIKE,0
BCJJJJJJJJILHIKE,0
BCJJJILHJILHJJJJIKE,0
BADFHJJJILHJIKE,0
BAFHILHJJILHJILGE,0
BADDDDFHJJJILHJJILHJILGE,0
BCJJJJJILHJJJJJILGE,0
BAFHJILHJIKE,0
BAFHILHJJJILHILHIKE,0
BCJILHJILHJJIKE,0
BADFHILHILGE,0
BCJILHJJJJJJJILGE,0
BAFHILHJJJJIKE,0
BAFHJILHJILHILHIKE,0
BAFHILHJJILHJJJIKE,0
BADFHJJJILHILHIKE,0
BCILHJILHJILGE,0
BADDDDFHJJIKE,0
BCJILHJJJJILHJJJJJILHJIKE,0
BAFHJILHJJJJJJIKE,0
BAFHJILHJJJILHJIKE,0
BADFHILHILHJJJJJIKE,0
BAFHJILHILHILHIKE,0
BAFHILHJJILHILGE,0
BADDFHILHJILHILHIKE,0
BCJILHILHJJIKE,0
BCILHJILHJILHILGE,0
BADFHJJJJILGE,0
BCJJJJJJJJJJILHJJJJJIKE,0
BADDDDDDFHJILHJIKE,0
BCJJJILHJJILHIKE,0
BADDDDDFHJJILGE,0
BCILHJJJJJILHJILHJIKE,0
BCILHILHJJJILHIKE,0
BAFHILHJJJILHJILGE,0
BCJJJJJJILHJIKE,0
BCILHJILHILHJIKE,0
BCJJJJJILHJJIKE,0
BCILHJILHILGE,0
BAFHILHJJJJILHIKE,0
BCJJILHILHILHJJJIKE,0
BCJILHJILHJJILHILGE,0
BCJJILHJJJJJJJILHILHIKE,0
BCJILHJILHJIKE,0
BAFHJILHJILGE,0
BAFHJILHILHIKE,0
BADFHJJJJILHIKE,0
BAFHJJJJJJJJJILGE,0
BAFHJJJILHILHJILGE,0
BCJJJJILHJILHILHJILHJJJJIKE,0
BADDDDFHJJJIKE,0
BADDDFHJJJILHJJILGE,0
BADDDDDDDDDDFGE,0
BCILHILHJJJJJJIKE,0
BAFHJJILHJJJJJILGE,0
BADFHJILHJJIKE,0
BCILHJJILHJILGE,0
BCILHJJJILHILHJIKE,0
BCJJILHJJILGE,0
BADFHILHJJJIKE,0
BADFHILHJJJJILHILGE,0
BAFHILHJILHJJJIKE,0
BAFHJJJILHIKE,0
BCJJJJJJILHIKE,0
BADDDFHILHJJJIKE,0
BADFHJJJILHJJIKE,0
BADDDDFHJJJILGE,0
BAFHJJILHILHIKE,0
BADDDDFHJJILHIKE,0
BADDFHJJJILHJILHIKE,0
BCJILHJJJJJIKE,0
BCJJJILHILHILGE,0
BADDDDDDDFHJJILGE,0
BCILHJILHILHILGE,0
BCJJILHILHJIKE,0
BADFHJILHILHJJILHILGE,0
BADDDDDFHJJJILGE,0
BADDDFHJJILHJILHJIKE,0
BCJILHJJJJIKE,0
